id,cuisine
293,indian
294,indian
295,jamaican
296,southern_us
297,southern_us
298,italian
301,mexican
302,french
303,vietnamese
304,italian
305,italian
306,spanish
307,mexican
309,italian
310,greek
311,cajun_creole
312,indian
314,indian
315,italian
317,italian
318,thai
319,irish
320,jamaican
321,indian
322,thai
323,thai
324,british
328,italian
330,mexican
331,southern_us
332,japanese
333,chinese
334,italian
335,indian
336,mexican
337,greek
338,mexican
340,italian
341,italian
342,chinese
343,british
345,thai
346,mexican
347,italian
348,southern_us
349,mexican
351,southern_us
352,mexican
353,southern_us
354,indian
355,greek
356,italian
357,french
358,indian
359,mexican
360,mexican
361,mexican
362,french
363,jamaican
364,british
365,spanish
366,southern_us
367,moroccan
368,southern_us
369,filipino
371,mexican
372,mexican
374,chinese
375,indian
377,indian
379,mexican
380,japanese
382,thai
383,southern_us
385,italian
386,french
387,italian
389,french
390,italian
393,indian
394,italian
395,cajun_creole
396,mexican
397,moroccan
398,italian
399,spanish
400,british
401,italian
402,indian
405,italian
406,mexican
407,italian
408,italian
409,korean
410,chinese
412,italian
413,russian
414,mexican
415,brazilian
417,southern_us
419,italian
420,spanish
421,korean
422,japanese
424,mexican
426,mexican
427,mexican
428,korean
429,italian
430,indian
432,mexican
433,mexican
435,japanese
436,chinese
437,mexican
438,italian
441,chinese
442,southern_us
443,italian
444,italian
446,french
447,chinese
448,indian
449,mexican
450,russian
451,indian
452,southern_us
453,french
454,indian
455,indian
456,mexican
457,mexican
458,french
459,southern_us
461,southern_us
462,southern_us
463,mexican
464,indian
465,thai
467,italian
468,jamaican
469,spanish
470,mexican
471,italian
472,filipino
473,indian
474,vietnamese
475,japanese
476,mexican
477,greek
478,southern_us
479,chinese
481,irish
483,filipino
484,irish
485,jamaican
486,vietnamese
487,southern_us
488,french
490,indian
491,mexican
492,mexican
493,russian
494,mexican
495,italian
496,cajun_creole
497,chinese
499,italian
500,vietnamese
501,irish
502,spanish
503,italian
504,french
505,chinese
506,irish
507,mexican
508,indian
509,chinese
510,moroccan
512,vietnamese
513,thai
514,italian
515,italian
516,cajun_creole
517,mexican
518,mexican
521,italian
522,french
523,italian
524,italian
528,mexican
529,mexican
531,mexican
532,filipino
533,cajun_creole
534,mexican
535,french
536,indian
537,mexican
539,mexican
540,japanese
541,chinese
543,mexican
545,chinese
546,mexican
547,italian
548,moroccan
549,french
550,brazilian
551,southern_us
552,italian
553,thai
554,italian
555,italian
556,mexican
557,jamaican
558,mexican
559,greek
560,mexican
561,italian
562,southern_us
563,chinese
566,mexican
567,thai
568,british
570,indian
571,mexican
572,mexican
574,mexican
575,southern_us
576,cajun_creole
577,indian
578,russian
580,cajun_creole
581,moroccan
583,russian
588,mexican
589,mexican
590,italian
591,greek
592,chinese
593,southern_us
594,italian
595,mexican
596,indian
597,mexican
598,italian
599,mexican
600,mexican
601,french
602,moroccan
604,italian
605,brazilian
608,french
609,italian
611,vietnamese
612,southern_us
613,japanese
614,mexican
615,greek
616,filipino
617,chinese
618,thai
619,italian
620,mexican
621,spanish
623,brazilian
624,southern_us
625,cajun_creole
626,french
627,irish
628,japanese
629,italian
630,mexican
631,french
632,thai
636,french
637,french
638,mexican
639,indian
640,italian
641,indian
642,chinese
644,greek
645,italian
646,filipino
647,chinese
648,chinese
650,thai
651,filipino
652,southern_us
653,southern_us
654,southern_us
655,greek
657,italian
658,russian
659,cajun_creole
660,moroccan
661,southern_us
662,spanish
663,italian
664,thai
666,indian
667,indian
669,italian
670,southern_us
671,southern_us
672,british
673,french
674,italian
675,southern_us
677,southern_us
680,greek
681,chinese
682,irish
683,greek
684,mexican
686,southern_us
687,italian
689,italian
690,italian
691,indian
692,italian
693,french
695,southern_us
696,indian
697,italian
698,chinese
699,moroccan
700,chinese
702,italian
703,southern_us
704,indian
706,british
707,italian
709,mexican
710,thai
711,japanese
713,cajun_creole
714,vietnamese
715,chinese
717,italian
718,mexican
720,italian
722,cajun_creole
724,mexican
726,spanish
727,chinese
729,moroccan
730,mexican
731,thai
733,cajun_creole
734,italian
735,korean
736,italian
739,japanese
740,italian
742,japanese
745,southern_us
746,mexican
747,italian
748,mexican
749,spanish
750,southern_us
751,french
752,italian
753,indian
754,mexican
755,korean
756,spanish
757,italian
758,mexican
759,chinese
760,filipino
763,vietnamese
764,japanese
765,filipino
766,filipino
769,italian
772,mexican
773,italian
775,french
776,spanish
779,italian
780,french
782,chinese
783,southern_us
785,chinese
786,italian
787,italian
788,french
790,chinese
791,italian
792,southern_us
793,spanish
794,indian
796,southern_us
798,italian
799,southern_us
800,greek
801,southern_us
802,southern_us
803,british
804,southern_us
806,italian
808,italian
810,italian
812,thai
814,mexican
815,italian
816,southern_us
818,mexican
819,greek
820,french
821,thai
826,indian
827,french
829,italian
830,italian
831,thai
833,mexican
834,french
835,filipino
836,spanish
837,italian
839,chinese
840,british
841,moroccan
842,jamaican
843,italian
844,greek
845,mexican
847,japanese
848,mexican
849,italian
850,korean
851,mexican
852,vietnamese
854,italian
855,filipino
856,japanese
857,italian
858,filipino
859,southern_us
860,thai
861,southern_us
862,southern_us
863,french
864,filipino
865,mexican
866,thai
869,southern_us
870,italian
873,mexican
874,italian
875,russian
878,italian
879,italian
880,southern_us
881,southern_us
882,french
885,thai
886,chinese
887,cajun_creole
888,french
889,italian
890,mexican
891,spanish
892,mexican
893,italian
894,irish
895,moroccan
896,greek
897,italian
898,japanese
899,greek
900,spanish
901,vietnamese
902,italian
903,italian
904,chinese
905,greek
906,mexican
907,jamaican
909,french
910,southern_us
911,french
912,italian
913,cajun_creole
914,mexican
915,mexican
916,chinese
917,southern_us
920,italian
921,southern_us
922,french
923,italian
925,italian
927,indian
928,cajun_creole
929,southern_us
930,mexican
931,mexican
932,thai
933,italian
934,chinese
935,italian
936,chinese
937,mexican
938,chinese
940,italian
942,japanese
943,italian
944,mexican
945,mexican
946,italian
947,brazilian
950,southern_us
951,mexican
952,greek
953,italian
954,greek
955,mexican
956,italian
957,italian
958,southern_us
959,mexican
960,mexican
961,spanish
962,southern_us
963,southern_us
964,italian
965,french
966,italian
967,mexican
968,korean
969,british
970,jamaican
971,italian
972,southern_us
973,indian
976,mexican
977,italian
978,italian
980,russian
981,indian
982,italian
983,cajun_creole
984,indian
985,italian
986,southern_us
990,chinese
991,italian
992,french
993,chinese
994,thai
995,jamaican
996,italian
997,mexican
998,french
999,italian
1000,mexican
1003,moroccan
1004,vietnamese
1005,thai
1006,chinese
1007,greek
1008,thai
1009,japanese
1010,southern_us
1012,southern_us
1015,indian
1016,cajun_creole
1018,french
1019,indian
1020,russian
1021,korean
1022,french
1023,vietnamese
1024,jamaican
1026,mexican
1028,southern_us
1029,moroccan
1030,italian
1031,indian
1033,moroccan
1034,southern_us
1035,italian
1036,chinese
1037,chinese
1039,chinese
1040,japanese
1041,moroccan
1042,chinese
1043,french
1044,moroccan
1046,italian
1047,italian
1048,mexican
1049,mexican
1050,mexican
1051,korean
1052,japanese
1054,southern_us
1055,mexican
1056,mexican
1057,chinese
1058,filipino
1059,mexican
1060,japanese
1062,mexican
1065,french
1066,italian
1067,mexican
1068,chinese
1069,indian
1070,moroccan
1071,chinese
1072,chinese
1074,indian
1075,indian
1076,chinese
1077,indian
1078,japanese
1079,thai
1080,mexican
1081,mexican
1082,korean
1085,italian
1086,cajun_creole
1088,italian
1090,mexican
1091,cajun_creole
1092,italian
1093,vietnamese
1094,italian
1095,southern_us
1096,japanese
1097,chinese
1098,italian
1099,thai
1100,mexican
1101,chinese
1102,indian
1103,indian
1104,moroccan
1105,italian
1106,spanish
1109,italian
1110,filipino
1111,mexican
1112,italian
1113,indian
1114,cajun_creole
1115,mexican
1116,mexican
1117,chinese
1118,brazilian
1121,chinese
1122,greek
1123,italian
1124,italian
1126,greek
1127,thai
1128,italian
1129,mexican
1131,indian
1133,italian
1134,spanish
1136,italian
1137,french
1138,southern_us
1140,british
1141,french
1142,moroccan
1143,italian
1144,mexican
1145,indian
1146,korean
1148,russian
1149,thai
1151,southern_us
1152,southern_us
1153,greek
1154,southern_us
1155,japanese
1157,southern_us
1159,french
1160,mexican
1161,italian
1163,indian
1164,korean
1165,italian
1166,mexican
1167,italian
1168,southern_us
1170,italian
1171,mexican
1172,southern_us
1174,italian
1175,southern_us
1176,italian
1178,italian
1179,chinese
1180,italian
1181,thai
1182,italian
1183,british
1185,mexican
1186,italian
1187,southern_us
1188,french
1190,indian
1191,spanish
1193,indian
1194,italian
1196,mexican
1197,southern_us
1198,thai
1199,mexican
1202,indian
1204,indian
1206,greek
1207,chinese
1208,thai
1209,greek
1210,thai
1211,mexican
1212,greek
1213,southern_us
1215,chinese
1216,italian
1219,southern_us
1220,italian
1222,spanish
1223,southern_us
1224,greek
1225,irish
1226,italian
1227,indian
1228,vietnamese
1229,british
1230,mexican
1233,chinese
1234,italian
1235,brazilian
1236,italian
1237,british
1238,russian
1239,vietnamese
1240,japanese
1241,italian
1242,southern_us
1243,cajun_creole
1244,indian
1245,southern_us
1246,moroccan
1247,indian
1248,indian
1249,cajun_creole
1250,filipino
1251,indian
1252,indian
1253,mexican
1254,chinese
1256,mexican
1258,mexican
1260,mexican
1261,greek
1262,southern_us
1263,mexican
1264,mexican
1265,italian
1266,mexican
1267,indian
1268,russian
1269,british
1271,mexican
1272,mexican
1273,italian
1274,russian
1275,french
1276,thai
1277,italian
1278,southern_us
1279,indian
1281,irish
1282,italian
1283,mexican
1284,vietnamese
1285,french
1286,mexican
1287,cajun_creole
1288,chinese
1290,italian
1291,italian
1292,spanish
1294,italian
1296,italian
1297,southern_us
1298,french
1299,mexican
1302,mexican
1303,french
1304,mexican
1305,cajun_creole
1306,southern_us
1308,mexican
1309,italian
1310,british
1311,mexican
1312,southern_us
1313,greek
1314,italian
1315,mexican
1316,mexican
1318,southern_us
1319,italian
1320,italian
1321,mexican
1323,southern_us
1325,italian
1326,indian
1327,italian
1328,italian
1329,italian
1330,italian
1331,moroccan
1332,italian
1333,italian
1334,italian
1335,spanish
1340,spanish
1341,spanish
1342,southern_us
1343,thai
1344,southern_us
1345,italian
1346,greek
1347,italian
1348,greek
1349,filipino
1350,italian
1351,french
1352,mexican
1355,japanese
1356,chinese
1357,indian
1358,southern_us
1359,moroccan
1360,southern_us
1361,british
1362,japanese
1363,british
1364,french
1365,mexican
1366,mexican
1367,mexican
1368,jamaican
1369,greek
1371,japanese
1372,italian
1373,russian
1374,italian
1375,french
1376,vietnamese
1378,cajun_creole
1379,indian
1380,cajun_creole
1381,italian
1382,indian
1383,italian
1386,indian
1387,italian
1389,korean
1390,french
1391,chinese
1392,southern_us
1393,japanese
1394,italian
1395,mexican
1396,indian
1398,mexican
1399,irish
1401,greek
1402,mexican
1403,brazilian
1404,thai
1406,mexican
1407,italian
1408,mexican
1410,moroccan
1412,indian
1413,thai
1415,southern_us
1416,filipino
1418,southern_us
1419,japanese
1420,italian
1421,southern_us
1422,southern_us
1424,british
1425,mexican
1426,southern_us
1428,southern_us
1430,southern_us
1431,british
1432,chinese
1433,mexican
1434,japanese
1435,italian
1436,british
1437,chinese
1438,brazilian
1439,mexican
1440,mexican
1441,southern_us
1442,indian
1444,french
1445,italian
1446,spanish
1447,southern_us
1448,mexican
1452,italian
1453,mexican
1455,italian
1456,mexican
1457,southern_us
1458,indian
1459,french
1460,italian
1461,mexican
1462,italian
1463,southern_us
1464,chinese
1465,mexican
1468,chinese
1469,italian
1470,italian
1471,french
1472,italian
1473,irish
1474,spanish
1476,greek
1477,british
1478,indian
1479,italian
1480,thai
1481,korean
1483,chinese
1486,indian
1487,irish
1489,italian
1490,mexican
1491,southern_us
1492,greek
1493,filipino
1494,southern_us
1495,cajun_creole
1496,chinese
1497,italian
1498,russian
1500,italian
1501,greek
1502,southern_us
1503,brazilian
1504,filipino
1506,greek
1507,jamaican
1509,korean
1510,southern_us
1511,italian
1512,mexican
1514,italian
1515,mexican
1516,japanese
1517,mexican
1518,japanese
1521,thai
1522,southern_us
1523,spanish
1524,indian
1525,italian
1526,spanish
1527,jamaican
1528,mexican
1529,italian
1531,southern_us
1533,indian
1537,french
1538,mexican
1540,italian
1542,italian
1543,cajun_creole
1545,southern_us
1546,mexican
1547,southern_us
1548,mexican
1549,thai
1551,italian
1552,italian
1553,southern_us
1554,mexican
1557,brazilian
1558,japanese
1559,greek
1561,italian
1562,italian
1563,southern_us
1564,moroccan
1565,mexican
1566,mexican
1567,indian
1568,mexican
1571,irish
1574,italian
1575,mexican
1577,italian
1578,french
1579,french
1580,southern_us
1581,indian
1582,italian
1583,indian
1584,southern_us
1585,southern_us
1586,mexican
1587,italian
1588,moroccan
1589,southern_us
1590,mexican
1591,italian
1592,vietnamese
1593,chinese
1594,cajun_creole
1595,moroccan
1596,french
1597,chinese
1598,southern_us
1600,southern_us
1601,southern_us
1602,chinese
1603,irish
1604,french
1605,french
1606,italian
1608,italian
1609,moroccan
1610,italian
1611,italian
1612,korean
1613,cajun_creole
1614,moroccan
1615,southern_us
1616,southern_us
1617,southern_us
1618,irish
1619,chinese
1620,spanish
1621,italian
1622,mexican
1624,british
1625,cajun_creole
1626,korean
1629,greek
1630,southern_us
1631,italian
1633,italian
1635,mexican
1637,korean
1639,southern_us
1640,spanish
1641,italian
1642,cajun_creole
1643,chinese
1644,british
1646,mexican
1647,italian
1648,greek
1649,mexican
1650,spanish
1651,french
1652,filipino
1654,thai
1657,italian
1659,french
1660,vietnamese
1661,thai
1662,moroccan
1665,vietnamese
1666,filipino
1667,mexican
1669,mexican
1671,russian
1672,indian
1673,italian
1674,italian
1675,southern_us
1677,japanese
1678,chinese
1679,vietnamese
1680,chinese
1681,filipino
1682,cajun_creole
1683,italian
1685,greek
1686,french
1687,irish
1688,chinese
1689,greek
1690,southern_us
1691,italian
1693,filipino
1694,indian
1695,italian
1696,italian
1697,british
1698,chinese
1699,italian
1700,chinese
1701,japanese
1702,chinese
1703,indian
1704,italian
1705,indian
1706,jamaican
1707,vietnamese
1708,southern_us
1709,italian
1710,french
1711,indian
1712,russian
1713,thai
1714,italian
1715,russian
1716,chinese
1717,indian
1718,italian
1719,southern_us
1720,moroccan
1722,mexican
1723,thai
1724,mexican
1726,japanese
1727,southern_us
1728,italian
1729,chinese
1730,vietnamese
1731,filipino
1732,spanish
1734,italian
1736,korean
1737,french
1738,mexican
1739,vietnamese
1741,mexican
1742,chinese
1743,greek
1744,filipino
1746,mexican
1747,italian
1748,southern_us
1750,southern_us
1752,french
1753,indian
1755,spanish
1756,japanese
1758,mexican
1760,chinese
1761,italian
1762,moroccan
1763,irish
1764,french
1765,brazilian
1767,greek
1768,italian
1769,italian
1770,mexican
1771,italian
1772,mexican
1773,indian
1774,italian
1775,irish
1776,chinese
1777,southern_us
1778,southern_us
1779,japanese
1780,french
1781,mexican
1782,southern_us
1783,spanish
1786,mexican
1787,mexican
1788,british
1789,mexican
1790,chinese
1791,italian
1792,italian
1793,thai
1794,spanish
1797,southern_us
1798,moroccan
1799,mexican
1800,mexican
1802,indian
1803,indian
1804,italian
1805,italian
1806,mexican
1807,greek
1809,chinese
1810,indian
1811,mexican
1812,southern_us
1813,italian
1814,italian
1816,cajun_creole
1817,mexican
1818,mexican
1819,chinese
1821,indian
1822,southern_us
1823,mexican
1824,chinese
1825,cajun_creole
1826,korean
1827,thai
1828,greek
1829,italian
1830,greek
1831,irish
1832,southern_us
1833,italian
1834,british
1835,mexican
1836,filipino
1837,italian
1838,mexican
1839,greek
1840,italian
1841,french
1842,mexican
1844,southern_us
1845,jamaican
1846,mexican
1847,italian
1849,spanish
1850,mexican
1851,italian
1852,mexican
1853,italian
1854,vietnamese
1855,chinese
1856,french
1857,mexican
1858,mexican
1859,italian
1860,italian
1861,french
1862,thai
1863,italian
1864,mexican
1865,italian
1867,moroccan
1869,mexican
1870,thai
1871,thai
1872,italian
1873,irish
1874,thai
1875,southern_us
1876,japanese
1877,southern_us
1878,southern_us
1879,vietnamese
1880,russian
1881,french
1882,french
1883,cajun_creole
1884,southern_us
1885,southern_us
1886,mexican
1887,filipino
1888,japanese
1889,southern_us
1890,korean
1891,french
1892,indian
1893,southern_us
1894,mexican
1895,chinese
1896,mexican
1897,italian
1898,chinese
1899,chinese
1901,southern_us
1903,italian
1904,italian
1905,vietnamese
1906,british
1907,chinese
1908,indian
1910,indian
1911,indian
1912,indian
1913,mexican
1914,indian
1915,southern_us
1916,vietnamese
1917,irish
1918,indian
1919,irish
1922,british
1923,japanese
1924,indian
1925,thai
1926,filipino
1927,italian
1928,mexican
1929,cajun_creole
1930,italian
1931,british
1933,cajun_creole
1934,vietnamese
1935,thai
1936,russian
1937,italian
1938,thai
1940,thai
1941,italian
1942,italian
1943,mexican
1945,southern_us
1946,southern_us
1947,mexican
1950,italian
1951,cajun_creole
1954,jamaican
1955,vietnamese
1956,italian
1957,french
1958,indian
1959,mexican
1961,italian
1962,italian
1964,italian
1965,korean
1966,mexican
1968,italian
1969,french
1970,indian
1971,southern_us
1972,mexican
1973,cajun_creole
1976,chinese
1979,southern_us
1980,japanese
1982,spanish
1983,italian
1984,brazilian
1986,mexican
1990,british
1991,russian
1992,irish
1993,italian
1994,southern_us
1995,italian
1997,spanish
1998,indian
2000,mexican
2001,indian
2002,thai
2003,japanese
2004,mexican
2005,southern_us
2006,indian
2007,italian
2008,mexican
2009,italian
2010,italian
2011,southern_us
2012,italian
2015,italian
2016,japanese
2017,italian
2018,filipino
2019,indian
2020,indian
2022,italian
2023,southern_us
2024,french
2025,chinese
2026,southern_us
2027,southern_us
2028,chinese
2029,french
2030,japanese
2032,vietnamese
2033,mexican
2034,southern_us
2035,mexican
2036,italian
2037,jamaican
2038,italian
2039,mexican
2041,italian
2042,southern_us
2043,cajun_creole
2044,southern_us
2045,russian
2046,japanese
2047,thai
2048,mexican
2049,japanese
2050,french
2051,mexican
2053,korean
2054,mexican
2055,mexican
2056,mexican
2057,southern_us
2058,korean
2059,mexican
2060,southern_us
2061,italian
2062,chinese
2064,thai
2065,greek
2066,russian
2067,cajun_creole
2068,mexican
2069,japanese
2070,greek
2072,french
2073,indian
2074,jamaican
2076,chinese
2077,korean
2079,chinese
2080,chinese
2081,italian
2082,spanish
2085,southern_us
2087,chinese
2088,filipino
2089,southern_us
2091,indian
2093,chinese
2094,french
2095,french
2096,vietnamese
2097,italian
2098,southern_us
2100,greek
2101,italian
2102,mexican
2103,korean
2104,mexican
2105,indian
2106,cajun_creole
2107,mexican
2108,french
2109,spanish
2111,cajun_creole
2112,italian
2113,chinese
2115,italian
2116,mexican
2119,chinese
2120,french
2122,thai
2123,chinese
2124,thai
2125,italian
2126,greek
2127,cajun_creole
2128,moroccan
2129,british
2130,chinese
2132,french
2134,mexican
2135,italian
2137,french
2138,mexican
2139,filipino
2140,indian
2141,vietnamese
2142,thai
2143,mexican
2145,vietnamese
2147,southern_us
2148,french
2150,southern_us
2151,japanese
2152,indian
2153,mexican
2154,mexican
2155,japanese
2156,spanish
2157,italian
2158,thai
2160,cajun_creole
2161,japanese
2162,brazilian
2165,italian
2166,indian
2167,mexican
2168,italian
2169,russian
2170,southern_us
2171,mexican
2172,italian
2173,italian
2175,southern_us
2176,chinese
2177,italian
2178,greek
2179,chinese
2180,moroccan
2181,chinese
2182,italian
2183,filipino
2186,japanese
2188,italian
2189,vietnamese
2190,indian
2191,french
2194,mexican
2195,greek
2196,british
2197,irish
2198,indian
2199,indian
2200,chinese
2201,cajun_creole
2202,thai
2203,british
2204,russian
2205,french
2206,mexican
2207,indian
2209,italian
2210,chinese
2211,japanese
2213,italian
2214,italian
2215,italian
2216,mexican
2217,vietnamese
2218,spanish
2219,indian
2220,cajun_creole
2221,chinese
2222,japanese
2223,irish
2225,southern_us
2227,mexican
2228,italian
2230,chinese
2233,greek
2234,vietnamese
2235,thai
2238,irish
2239,chinese
2240,irish
2241,japanese
2246,japanese
2247,southern_us
2248,italian
2249,french
2250,japanese
2251,british
2252,french
2253,indian
2255,korean
2256,vietnamese
2257,french
2258,chinese
2259,chinese
2260,british
2261,chinese
2262,mexican
2264,chinese
2265,italian
2266,french
2267,british
2269,mexican
2270,indian
2271,mexican
2272,mexican
2273,southern_us
2274,thai
2275,french
2276,mexican
2277,southern_us
2278,japanese
2279,italian
2282,southern_us
2283,mexican
2285,thai
2286,moroccan
2287,indian
2288,italian
2289,french
2290,filipino
2291,indian
2292,italian
2293,mexican
2294,mexican
2296,japanese
2297,british
2298,mexican
2299,southern_us
2300,italian
2301,french
2302,filipino
2303,greek
2304,japanese
2305,southern_us
2306,chinese
2307,mexican
2309,mexican
2310,cajun_creole
2311,brazilian
2312,japanese
2313,mexican
2315,moroccan
2318,southern_us
2319,spanish
2320,chinese
2321,spanish
2322,korean
2323,chinese
2324,italian
2325,greek
2326,mexican
2327,mexican
2328,italian
2330,japanese
2331,italian
2332,spanish
2333,chinese
2335,italian
2337,vietnamese
2339,mexican
2340,japanese
2341,mexican
2342,french
2343,mexican
2344,mexican
2345,mexican
2346,mexican
2347,russian
2348,moroccan
2349,moroccan
2350,chinese
2351,filipino
2352,thai
2353,thai
2354,italian
2355,southern_us
2356,chinese
2357,japanese
2358,indian
2359,cajun_creole
2360,italian
2361,italian
2362,mexican
2363,mexican
2364,spanish
2365,indian
2367,indian
2368,southern_us
2369,indian
2370,cajun_creole
2371,cajun_creole
2372,spanish
2373,jamaican
2374,italian
2375,chinese
2376,mexican
2378,japanese
2382,mexican
2383,italian
2384,korean
2385,italian
2386,filipino
2387,italian
2388,indian
2389,indian
2390,mexican
2391,french
2392,vietnamese
2393,chinese
2394,chinese
2395,italian
2397,irish
2398,italian
2399,italian
2400,chinese
2401,italian
2402,moroccan
2403,thai
2407,chinese
2408,thai
2409,italian
2410,indian
2411,indian
2412,mexican
2413,italian
2414,southern_us
2415,italian
2416,italian
2417,indian
2418,cajun_creole
2420,southern_us
2422,italian
2423,italian
2424,korean
2425,southern_us
2426,mexican
2428,french
2430,mexican
2431,mexican
2432,korean
2433,british
2434,spanish
2435,chinese
2436,korean
2437,british
2438,italian
2439,italian
2440,southern_us
2441,british
2442,spanish
2443,greek
2444,southern_us
2445,indian
2446,filipino
2449,southern_us
2451,thai
2453,mexican
2454,moroccan
2455,mexican
2456,mexican
2457,southern_us
2458,irish
2460,italian
2461,vietnamese
2462,japanese
2463,mexican
2465,mexican
2466,italian
2467,italian
2468,italian
2469,chinese
2470,italian
2472,korean
2475,mexican
2476,thai
2477,italian
2478,italian
2479,italian
2480,italian
2481,french
2482,chinese
2485,italian
2486,chinese
2487,indian
2488,brazilian
2491,italian
2494,mexican
2495,indian
2496,italian
2497,italian
2498,indian
2499,southern_us
2500,thai
2501,indian
2502,mexican
2503,southern_us
2504,greek
2505,mexican
2506,chinese
2507,mexican
2508,indian
2509,italian
2512,mexican
2513,indian
2514,italian
2515,cajun_creole
2516,italian
2517,southern_us
2518,southern_us
2519,italian
2520,mexican
2521,french
2522,italian
2523,british
2525,moroccan
2527,vietnamese
2528,italian
2529,southern_us
2530,french
2531,mexican
2533,mexican
2534,british
2535,italian
2536,southern_us
2537,southern_us
2538,southern_us
2540,italian
2541,japanese
2542,mexican
2543,southern_us
2544,mexican
2545,italian
2546,mexican
2548,chinese
2549,indian
2550,indian
2551,brazilian
2552,moroccan
2553,mexican
2555,greek
2556,southern_us
2557,cajun_creole
2558,italian
2559,french
2560,chinese
2561,mexican
2562,spanish
2563,chinese
2564,british
2565,southern_us
2566,indian
2568,thai
2569,southern_us
2570,french
2571,indian
2572,russian
2573,mexican
2574,mexican
2575,french
2576,mexican
2578,indian
2581,mexican
2582,indian
2583,mexican
2584,mexican
2586,cajun_creole
2587,southern_us
2589,cajun_creole
2590,italian
2591,italian
2592,southern_us
2594,korean
2595,greek
2596,mexican
2597,japanese
2598,french
2599,japanese
2600,mexican
2602,indian
2603,thai
2604,italian
2605,mexican
2606,mexican
2607,greek
2609,italian
2610,italian
2611,italian
2612,thai
2613,mexican
2614,italian
2615,italian
2616,italian
2617,greek
2618,vietnamese
2619,russian
2620,korean
2621,japanese
2622,southern_us
2623,irish
2624,vietnamese
2625,indian
2626,mexican
2627,southern_us
2628,mexican
2630,italian
2631,southern_us
2632,mexican
2634,italian
2635,southern_us
2636,cajun_creole
2637,cajun_creole
2638,indian
2639,italian
2640,mexican
2641,mexican
2642,italian
2643,italian
2644,french
2645,chinese
2646,italian
2647,mexican
2650,southern_us
2651,italian
2652,italian
2653,mexican
2654,mexican
2655,southern_us
2656,vietnamese
2657,mexican
2658,thai
2659,french
2660,mexican
2661,italian
2662,indian
2663,indian
2664,italian
2665,southern_us
2666,french
2667,mexican
2668,moroccan
2670,southern_us
2671,british
2672,mexican
2673,spanish
2674,italian
2677,southern_us
2678,mexican
2679,italian
2681,indian
2682,thai
2683,italian
2686,mexican
2687,indian
2689,greek
2690,thai
2691,italian
2692,chinese
2693,italian
2694,italian
2695,japanese
2696,chinese
2697,filipino
2698,italian
2699,southern_us
2700,mexican
2702,french
2703,southern_us
2704,italian
2705,italian
2706,mexican
2707,filipino
2708,japanese
2709,chinese
2710,mexican
